Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000127616,P51532,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]",0.865,-0.087,0.168,0.277,4.60E-04,7.51E-01,1.50E-01,6.83E-02
ENSG00000153147,O60264,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]",1.264,-0.260,0.008,0.430,3.59E-04,4.02E-01,7.53E-01,6.69E-02
ENSG00000163104,Q9H4L7,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]",0.914,-0.261,0.318,0.621,6.05E-03,7.41E-01,2.50E-01,8.94E-02
ENSG00000138375,Q9NZC9,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]",-0.550,-0.424,0.099,0.368,8.75E-02,2.75E-01,4.27E-01,9.23E-02
ENSG00000099956,Q12824,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]",0.936,-0.189,0.021,0.265,1.21E-04,3.05E-01,7.10E-01,9.17E-02
ENSG00000173473,Q92922,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]",0.275,-0.169,0.339,0.510,9.61E-02,7.72E-01,1.38E-01,6.56E-02
ENSG00000139613,Q8TAQ2,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]",0.877,0.134,0.280,0.187,3.53E-04,2.57E-01,8.54E-02,1.42E-01
ENSG00000066117,Q96GM5,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]",1.151,-0.227,-0.042,0.302,2.36E-05,1.72E-01,8.72E-01,1.98E-01
ENSG00000108604,Q92925,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]",0.904,0.008,0.172,0.233,5.68E-04,7.14E-01,2.16E-01,1.34E-01
ENSG00000073584,A0A2R8Y855,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]",0.847,-0.094,0.228,0.290,1.72E-03,8.56E-01,2.67E-01,1.41E-01
ENSG00000072501,Q14683,SMC1A,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111],1.595,-0.113,0.097,0.369,7.27E-05,8.33E-01,4.71E-01,9.37E-02
ENSG00000136824,O95347,SMC2,structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011],1.521,-0.471,0.391,0.298,2.56E-03,6.43E-01,3.01E-01,3.45E-01
ENSG00000108055,Q9UQE7,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],1.375,-0.177,0.066,0.264,2.04E-05,3.76E-01,4.64E-01,8.27E-02
ENSG00000113810,Q9NTJ3,SMC4,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],1.134,-0.393,0.330,0.256,3.60E-03,6.15E-01,2.85E-01,3.22E-01
ENSG00000198887,Q8IY18,SMC5,structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465],1.588,-0.011,0.223,0.627,6.31E-05,7.06E-01,1.95E-01,4.24E-02
ENSG00000163029,Q96SB8,SMC6,structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466],1.784,-0.092,0.113,0.589,6.34E-05,9.07E-01,4.45E-01,5.11E-02
ENSG00000101596,A6NHR9,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090],2.221,0.044,0.040,0.257,1.18E-05,6.47E-01,7.44E-01,9.27E-02
ENSG00000157106,Q96Q15,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045],0.198,-0.043,0.058,0.229,1.71E-02,6.01E-01,5.62E-01,1.15E-01
ENSG00000198952,Q9UPR3,SMG5,SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644],0.123,-0.368,-0.242,-0.137,5.72E-03,1.55E-02,1.33E-02,1.48E-01
ENSG00000070366,Q86US8,SMG6,SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809],0.567,-0.169,-0.111,0.003,1.61E-04,1.51E-01,3.34E-01,8.56E-01
ENSG00000116698,E9PD50,SMG7,SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792],0.049,0.447,0.553,0.492,9.25E-01,2.55E-02,1.44E-01,1.86E-01
ENSG00000167447,Q8ND04,SMG8,SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551],0.404,-0.212,-0.366,0.002,1.35E-02,1.38E-01,6.87E-02,9.83E-01
ENSG00000105771,Q9H0W8,SMG9,SMG9 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25763],0.545,0.363,0.304,0.550,1.38E-01,2.76E-01,3.95E-01,3.34E-02
ENSG00000163866,E5RH51,SMIM12,small integral membrane protein 12 [Source:HGNC Symbol;Acc:HGNC:25154],0.114,0.041,0.274,0.128,2.12E-01,6.79E-01,1.21E-01,3.24E-01
ENSG00000224531,P0DJ93,SMIM13,small integral membrane protein 13 [Source:HGNC Symbol;Acc:HGNC:27356],2.162,-0.259,-0.586,-0.025,6.78E-03,1.56E-01,1.08E-01,7.72E-01
ENSG00000188725,Q7Z3B0,SMIM15,small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861],-1.954,1.063,0.751,0.060,1.18E-02,1.83E-02,1.76E-01,9.45E-01
ENSG00000172062,Q16637,SMN1,"survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]",0.029,-0.378,-0.011,-0.017,9.73E-01,1.39E-01,9.09E-01,8.01E-01
ENSG00000119953,O75940,SMNDC1,survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900],1.248,-0.204,0.010,0.336,2.56E-04,5.33E-01,7.88E-01,1.08E-01
ENSG00000166311,P17405,SMPD1,sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120],-2.558,-0.585,-0.442,-0.407,1.23E-03,5.06E-02,8.45E-02,9.35E-02
ENSG00000136699,Q9NXE4,SMPD4,sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949],0.232,-0.221,-0.084,0.108,2.14E-02,1.13E-01,8.19E-01,2.44E-01
ENSG00000172594,Q92484,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389],0.747,-0.030,0.482,0.024,2.29E-03,6.64E-01,6.86E-02,8.35E-01
ENSG00000102172,P52788,SMS,spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123],0.309,-0.420,-0.089,-0.111,1.57E-04,9.82E-04,4.79E-02,8.15E-02
ENSG00000183963,A0A087X1R1,SMTN,smoothelin [Source:HGNC Symbol;Acc:HGNC:11126],-1.774,-1.046,-0.046,0.142,3.58E-05,7.62E-04,4.43E-01,6.80E-02
ENSG00000214872,A8MU46,SMTNL1,smoothelin like 1 [Source:HGNC Symbol;Acc:HGNC:32394],0.545,0.346,0.750,0.392,1.15E-02,1.20E-01,1.90E-01,3.55E-01
ENSG00000122692,Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247],1.253,-0.023,0.248,0.390,1.27E-04,9.08E-01,1.51E-01,6.94E-02
ENSG00000123415,Q53HV7,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148],1.908,0.886,0.139,-0.200,1.29E-03,1.73E-03,2.34E-01,4.95E-01
ENSG00000108854,Q9HAU4,SMURF2,SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809],-1.610,-0.126,0.050,-0.437,5.78E-04,2.70E-01,7.55E-01,4.60E-02
ENSG00000143499,Q9NRG4,SMYD2,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982],0.041,-0.267,0.050,-0.261,2.49E-01,2.43E-01,2.76E-01,2.46E-01
ENSG00000185420,Q9H7B4,SMYD3,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513],-0.659,-0.023,0.177,0.000,5.21E-04,6.00E-01,9.27E-02,7.96E-01
ENSG00000135632,Q6GMV2,SMYD5,SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258],-0.377,-0.094,-0.347,0.058,3.36E-02,6.33E-01,1.11E-01,6.63E-01
ENSG00000092531,O00161,SNAP23,synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131],0.003,0.132,0.021,-0.186,7.33E-01,5.88E-01,8.89E-01,1.93E-01
ENSG00000099940,O95721,SNAP29,synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133],0.132,0.113,-0.108,-0.052,5.90E-02,1.83E-01,5.12E-01,9.02E-01
ENSG00000143553,O95295,SNAPIN,SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145],1.233,0.960,1.049,-0.055,5.26E-05,1.73E-02,2.85E-02,5.77E-01
ENSG00000197157,Q7KZF4,SND1,staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646],-1.204,-0.089,0.161,-0.132,4.71E-05,5.32E-02,1.98E-02,3.93E-02
ENSG00000159210,Q96H20,SNF8,SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028],-0.314,-0.111,-0.128,-0.188,2.31E-01,6.54E-01,6.16E-01,4.65E-01
ENSG00000144028,O75643,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859],0.910,-0.073,0.178,0.280,1.49E-04,7.51E-01,1.51E-01,6.55E-02
ENSG00000124380,Q8WVK2,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240],0.745,-0.498,-1.171,-0.073,1.18E-02,6.62E-01,1.46E-01,5.00E-01
ENSG00000060688,Q96DI7,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857],0.681,0.029,0.236,0.285,2.57E-04,6.07E-01,6.41E-02,5.49E-02
ENSG00000104852,P08621,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150],0.601,-0.249,0.099,0.118,2.59E-03,2.50E-01,4.70E-01,3.48E-01
ENSG00000077312,P09012,SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151],-0.215,-0.443,-0.008,-0.002,2.67E-01,1.01E-01,8.05E-01,7.82E-01
ENSG00000131876,P09661,SNRPA1,small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152],1.105,0.081,0.181,0.393,1.33E-04,4.55E-01,2.13E-01,5.72E-02
ENSG00000125835,P14678,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153],0.231,-0.262,-0.003,0.202,5.77E-02,2.12E-01,8.71E-01,1.41E-01
ENSG00000125870,P08579,SNRPB2,small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155],0.354,-0.503,0.094,0.000,4.89E-02,9.97E-04,5.35E-01,9.70E-01
ENSG00000124562,P09234,SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157],1.292,0.185,0.372,0.319,4.97E-04,4.19E-01,1.78E-01,1.91E-01
ENSG00000167088,P62314,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158],1.042,0.385,0.326,0.612,5.03E-03,2.25E-02,6.17E-02,1.01E-01
ENSG00000125743,P62316,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159],0.701,-0.283,-0.144,0.128,2.32E-03,1.02E-01,4.05E-01,1.79E-01
ENSG00000100028,P62318,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160],0.298,-0.209,0.040,0.255,3.84E-02,3.72E-01,6.91E-01,1.22E-01
ENSG00000182004,P62304,SNRPE,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161],0.439,-0.008,0.190,0.157,5.49E-04,7.23E-01,6.67E-02,7.79E-02
ENSG00000139343,P62306,SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162],1.006,-0.339,-0.417,-0.100,3.76E-02,4.01E-02,3.46E-02,4.13E-01
ENSG00000143977,Q49AN9,SNRPG,small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163],0.916,0.303,0.238,0.412,1.12E-03,1.28E-01,1.97E-01,7.77E-02
ENSG00000101400,Q13424,SNTA1,syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167],0.159,-0.345,-0.066,-1.221,2.61E-01,8.14E-02,5.71E-01,2.23E-02
ENSG00000172164,Q13884,SNTB1,syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168],-0.234,0.061,-0.770,-0.340,2.24E-01,9.59E-01,9.23E-02,2.04E-01
ENSG00000168807,Q13425,SNTB2,syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169],-0.797,0.202,-0.303,-0.349,7.88E-03,3.56E-01,1.48E-01,1.09E-01
ENSG00000100138,A0A3B3IRU2,SNU13,small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819],0.880,-0.164,-1.145,0.512,9.38E-04,6.21E-01,5.07E-02,6.22E-02
ENSG00000100138,A0A3B3IUA2,SNU13,small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819],0.622,-0.386,-0.279,0.392,2.13E-02,1.16E-01,3.22E-01,3.97E-02
ENSG00000169371,O95149,SNUPN,snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245],0.051,0.404,0.205,0.254,3.29E-01,5.74E-02,3.83E-01,8.70E-02
ENSG00000100603,Q13573,SNW1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696],1.023,-0.102,-0.049,0.351,4.12E-04,8.22E-01,9.80E-01,1.32E-01
ENSG00000028528,Q13596,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172],-0.950,0.332,0.221,-0.278,1.60E-05,9.56E-03,8.68E-02,1.94E-02
ENSG00000147164,A0A087X0R6,SNX12,sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976],-0.637,0.240,0.038,-0.317,7.58E-03,2.68E-01,9.38E-01,9.03E-02
ENSG00000135317,A0A804HJZ4,SNX14,sorting nexin 14 [Source:HGNC Symbol;Acc:HGNC:14977],0.028,0.019,-0.178,-0.109,8.34E-01,9.93E-01,3.68E-02,8.93E-02
ENSG00000110025,Q9NRS6,SNX15,sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978],0.664,0.732,0.145,0.518,6.09E-03,2.26E-03,2.15E-01,2.19E-02
ENSG00000115234,Q15036,SNX17,sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979],-0.992,0.083,-0.029,-0.012,2.61E-05,2.98E-01,5.15E-01,7.69E-01
ENSG00000178996,Q96RF0,SNX18,sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245],-1.660,0.532,-0.501,-0.344,2.84E-03,4.71E-02,8.82E-02,1.28E-01
ENSG00000120451,Q92543,SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532],0.121,-0.060,-0.726,-0.248,4.18E-01,4.05E-01,1.45E-02,2.21E-01
ENSG00000205302,O60749,SNX2,sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173],-0.191,0.058,-0.069,-0.073,1.04E-02,5.34E-01,2.37E-01,1.84E-01
ENSG00000124104,Q5JZH3,SNX21,sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154],-2.125,0.614,0.255,-0.061,6.74E-05,2.54E-02,2.34E-02,8.21E-01
ENSG00000109762,A0A494C0S0,SNX25,sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883],-0.119,-0.162,0.186,-0.018,4.71E-01,4.28E-01,2.97E-01,9.40E-01
ENSG00000143376,Q96L92,SNX27,sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073],0.044,-0.104,0.115,-0.104,8.07E-01,3.33E-01,4.24E-01,3.03E-01
ENSG00000048471,Q8TEQ0,SNX29,sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542],-1.601,0.196,0.576,-0.002,1.02E-01,5.69E-01,1.83E-01,7.89E-01
ENSG00000112335,O60493,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174],-0.540,0.095,0.031,-0.237,4.96E-04,1.26E-01,6.51E-01,3.38E-02
ENSG00000148158,Q5VWJ9,SNX30,sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685],0.633,-0.029,0.104,-0.170,2.32E-02,9.84E-01,6.12E-01,7.54E-01
ENSG00000173548,Q8WV41,SNX33,sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468],-1.198,0.033,-0.127,-0.326,5.06E-03,9.63E-01,5.25E-01,1.75E-01
ENSG00000114520,O95219,SNX4,sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175],-0.238,-0.095,-0.022,-0.271,2.58E-03,2.34E-01,6.04E-01,3.54E-02
ENSG00000089006,Q9Y5X3,SNX5,sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969],0.091,0.105,-0.055,0.141,3.29E-01,4.06E-01,8.80E-01,2.55E-01
ENSG00000129515,Q9UNH7,SNX6,sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970],-0.710,0.312,0.149,-0.231,3.40E-04,1.66E-02,1.74E-01,6.05E-02
ENSG00000162627,Q9UNH6,SNX7,sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971],-0.513,0.237,-0.120,-0.037,2.67E-03,7.58E-02,2.06E-01,4.85E-01
ENSG00000106266,Q9Y5X2,SNX8,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972],-0.343,-0.135,0.126,-0.081,1.56E-02,5.44E-02,1.52E-01,1.42E-01
ENSG00000130340,A0A7P0T8S8,SNX9,sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973],-0.913,0.027,0.337,-0.498,6.02E-04,9.92E-01,2.61E-02,1.94E-02
ENSG00000057252,P35610,SOAT1,sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177],-0.722,-0.009,0.215,0.043,8.02E-03,8.05E-01,1.30E-01,4.89E-01
ENSG00000142168,P00441,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179],0.417,0.004,-0.578,-0.456,4.03E-03,9.07E-01,1.38E-02,2.42E-02
ENSG00000291237,P04179,SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180],0.818,0.222,-0.235,-0.249,3.43E-04,2.20E-01,1.28E-01,1.08E-01
ENSG00000159140,P18583,SON,SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183],0.614,-0.108,0.060,0.198,5.63E-04,5.78E-01,4.39E-01,1.03E-01
ENSG00000095637,A0A0U1RQI5,SORBS1,sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565],-0.067,-0.283,-1.025,0.717,5.92E-01,1.77E-01,1.65E-02,9.23E-03
ENSG00000154556,O94875,SORBS2,sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098],-1.596,-1.934,-1.441,-0.060,1.11E-02,3.04E-02,5.21E-02,6.39E-01
ENSG00000120896,O60504,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907],-1.422,0.210,0.042,-0.231,2.30E-04,3.61E-02,6.49E-01,5.49E-02
ENSG00000184985,B5MED8,SORCS2,sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698],-0.649,0.663,1.822,0.441,3.62E-01,1.38E-01,7.53E-03,2.66E-01
ENSG00000140263,Q00796,SORD,sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184],-0.370,-0.025,-0.261,-0.298,7.66E-03,6.60E-01,6.53E-02,5.86E-02
ENSG00000198142,Q53LP3,SOWAHC,sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149],-0.655,0.318,0.506,0.213,1.76E-02,1.12E-01,7.75E-02,4.34E-01
ENSG00000185591,P08047,SP1,Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205],0.580,-0.133,-0.219,0.316,1.31E-03,8.58E-01,7.40E-01,5.75E-02
ENSG00000067066,P23497,SP100,SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206],-1.463,-0.098,-0.038,-0.165,1.40E-05,3.98E-01,4.35E-01,1.09E-02
ENSG00000135899,C9JZQ4,SP110,SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401],-0.103,0.140,-0.024,-0.062,9.31E-01,4.18E-01,7.88E-01,9.16E-01
ENSG00000172845,H0Y7L6,SP3,Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208],0.254,-0.554,-0.135,0.213,3.66E-01,5.42E-01,9.83E-01,5.04E-01
ENSG00000076382,Q96R06,SPAG5,sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452],1.328,-0.587,0.321,0.004,8.56E-04,5.96E-01,2.19E-01,6.09E-01
ENSG00000091640,I3L0X5,SPAG7,sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216],0.596,-0.231,-0.145,0.315,1.57E-02,5.78E-01,7.61E-01,1.78E-01
ENSG00000008294,O60271,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],-0.373,-0.311,-0.136,-0.176,2.90E-05,4.14E-04,1.70E-02,3.49E-02
ENSG00000189326,Q5MJ08,SPANXN4,SPANX family member N4 [Source:HGNC Symbol;Acc:HGNC:33177],-3.076,-2.098,-0.523,-1.356,1.45E-01,3.03E-01,6.22E-01,3.39E-01
ENSG00000113140,P09486,SPARC,secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219],-1.942,-0.225,-0.670,-0.063,3.26E-03,2.75E-01,7.22E-02,5.57E-01
ENSG00000133104,Q8N0X7,SPART,spartin [Source:HGNC Symbol;Acc:HGNC:18514],-0.585,-0.201,-0.288,-0.113,1.17E-03,5.79E-02,4.06E-02,1.50E-01
ENSG00000021574,A0A2R8Y4I8,SPAST,spastin [Source:HGNC Symbol;Acc:HGNC:11233],-0.259,0.066,-0.118,0.239,2.23E-01,6.72E-01,8.54E-01,6.95E-02
ENSG00000123352,Q86XZ4,SPATS2,spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650],-0.412,-0.159,-0.035,0.015,4.90E-03,2.04E-01,9.40E-01,6.86E-01
ENSG00000196141,F8W6C2,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574],-1.370,0.159,0.109,-0.059,1.65E-02,3.81E-01,4.51E-01,8.36E-01
ENSG00000196141,Q9NUQ6,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574],-1.412,0.483,0.417,0.236,4.58E-03,4.99E-02,9.39E-02,1.32E-01
ENSG00000161888,K7ESQ2,SPC24,SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913],3.232,0.855,1.823,0.578,2.99E-05,6.86E-02,1.04E-02,1.59E-01
ENSG00000152253,Q9HBM1,SPC25,SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031],1.458,-0.558,0.625,0.555,6.34E-03,7.35E-01,2.23E-01,2.23E-01
ENSG00000114902,Q9Y6A9,SPCS1,signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401],-0.816,-0.253,-0.564,-0.044,2.59E-03,1.42E-01,3.45E-02,8.19E-01
ENSG00000129128,P61009,SPCS3,signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212],-0.743,-0.383,-0.230,-0.152,1.50E-03,2.88E-02,9.28E-02,1.48E-01
ENSG00000128487,A0A7I2YQJ3,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615],1.297,-0.730,-0.744,-0.335,2.02E-04,6.80E-02,7.40E-02,2.41E-01
ENSG00000100014,A0A494C1J1,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022],-0.106,-0.238,-0.092,-0.044,1.02E-01,1.16E-02,1.58E-01,3.82E-01
ENSG00000065526,Q96T58,SPEN,spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575],1.556,-0.243,-0.092,0.154,8.77E-05,2.56E-01,6.97E-01,2.99E-01
ENSG00000104133,A0A804HK59,SPG11,"SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]",0.101,0.484,0.164,-0.042,5.72E-01,5.10E-02,5.25E-01,7.42E-01
ENSG00000090487,Q9NZD8,SPG21,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]",-0.378,0.285,0.169,-0.044,1.33E-02,1.10E-01,4.17E-01,4.00E-01
ENSG00000176170,Q9NYA1,SPHK1,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240],-1.113,-0.492,0.868,0.720,1.50E-02,2.23E-01,2.49E-02,9.37E-02
ENSG00000106723,Q9Y657,SPIN1,spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243],1.549,-0.101,0.164,0.456,8.59E-05,9.07E-01,2.59E-01,5.80E-02
ENSG00000168005,Q9BUA3,SPINDOC,spindlin interactor and repressor of chromatin binding [Source:HGNC Symbol;Acc:HGNC:25115],1.661,0.155,0.435,0.600,3.16E-05,4.85E-01,1.03E-01,2.44E-01
ENSG00000134278,Q08AE8,SPIRE1,spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622],-0.024,-0.325,-0.197,-0.233,8.78E-01,2.21E-01,4.22E-01,2.89E-01
ENSG00000169682,Q9H2V7,SPNS1,"SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]",0.199,-1.004,-1.104,-0.371,1.69E-02,1.61E-03,3.00E-03,5.45E-02
ENSG00000198917,Q5T280,SPOUT1,SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933],1.576,-0.526,0.070,0.759,1.96E-02,1.18E-01,8.04E-01,8.02E-02
